ID,P17,P45,P73,P84,P100,P112,P5,P10,P39,P107,P3,P15,P48,P75,P101,P24,P42,P76,P99
G4_2PL_2C_07,119119,196196,279279,301301,352352,382385,082082,105108,177179,372372,090090,123127,201201,268268,346346,145145,192192,288291,344358
G4_2PL_2C_08,119119,196196,279279,301301,352352,382382,082082,105108,177179,363372,090090,127127,201201,268268,346346,145145,192192,288291,344358
G4_2PL_2C_09,119119,196196,279279,301301,352352,382382,082082,105108,179179,363363,092092,127127,201201,268268,346346,145145,192192,288288,344344
G4_2PL_2C_10,119119,196196,279279,301301,352352,382385,082082,105108,177179,372372,090092,123127,201201,268268,346346,145145,192194,291291,344358
G4_2PL_2C_11,119119,196196,282282,301301,352352,382385,073079,105108,177179,372372,090090,127127,201201,268268,346346,145145,190192,288288,344358
G4_2PL_2C_13,119123,196196,282282,301301,352352,382382,073073,105108,179179,372372,092092,127127,201201,268268,346346,145145,190192,288291,344344
G4_2PL_2C_14,119119,196196,279279,301301,352352,382385,082082,105108,177179,372372,090090,123127,201201,268268,346346,145145,192192,288291,344358
G4_2PL_2C_15,119119,196196,279279,301301,352352,385385,082082,105108,177177,363372,090090,123127,201201,268268,346346,145145,192194,288291,358358
G4_2PL_2C_16,119119,196196,279279,301301,360360,382382,073079,105108,179179,372372,092092,127127,201201,268268,346346,145145,192192,291291,344344
G4_2PL_2C_17,119123,196196,282282,301301,352352,382382,082082,105108,179179,372372,092092,123123,201201,268268,346346,145145,192194,288288,344344
G4_2PL_2C_18,119119,196196,282282,301301,352352,382382,082082,105108,179179,372372,090090,127127,201201,268268,346346,145145,192192,288288,344344
G4_2PL_2C_21,119119,196196,279282,301301,352352,382385,082082,105108,177179,372372,090092,123127,201201,268268,346346,145145,192192,291291,344358
G4_2PL_2F_01,119119,196196,279282,301301,352352,385385,073079,108111,177177,372372,090090,127127,201201,268268,346346,148148,194194,288288,358358
G4_2PL_2F_02,123123,196196,282282,301301,352352,382382,082082,105108,179179,363372,090092,123123,201201,268268,346346,145145,192192,288288,344344
G4_2PL_2F_03,119119,196196,279282,301301,352352,385385,073073,108111,177177,372372,090090,127127,201201,268268,346346,145148,194194,288288,341358
G4_2PL_2F_04,119119,196196,282282,301301,352352,385385,073073,108111,177177,372372,090090,127127,201201,268268,346346,145145,194194,288288,341341
G4_2PL_2F_05,119119,196196,282282,301301,352352,385385,073073,108108,177177,372372,090090,127127,201201,268268,346346,145148,192192,288288,341358
G4_2PL_2F_06,119119,196196,279282,301301,352352,385385,082082,108108,177177,372372,092092,127127,201201,268268,346346,145145,192194,288288,358358
G4_2PL_2F_07,119119,196196,282282,301301,352352,385385,082082,108108,177177,369369,092092,127127,201201,268268,346346,145145,194194,288288,358358
G4_2PL_2F_08,119119,196196,279282,301301,352352,385385,082082,108108,177177,372372,090092,127127,201201,268268,346346,145148,192194,288288,341358
G4_2PL_2F_09,119119,196196,279282,301301,352352,385385,082082,108108,177177,372372,090090,127127,201201,268268,346346,145148,192194,288288,358358
G4_2PL_2F_10,119119,196196,282282,301301,352352,385385,073073,108111,177177,369369,090090,127127,201201,268268,346346,145145,194194,288288,358358
G4_2PL_2F_11,119119,196196,279282,301301,352352,385385,082082,108108,177177,369372,090092,127127,201201,268268,346346,145148,192194,288288,341341
G4_2PL_2F_12,119119,196196,282282,301301,352352,385385,073079,108108,177177,372372,090092,127127,201201,268268,346346,145145,192194,288288,341358
G4_2PL_2F_13,119119,196196,282282,301301,352352,385385,073073,108111,177177,372372,090090,127127,201201,268268,346346,148148,194194,288288,341358
G4_2PL_2F_14,119119,196196,282282,301301,352352,385385,073073,108111,177177,372372,090090,127127,201201,268268,346346,145148,194194,288288,341358
G4_2PL_2F_15,119119,196196,282282,301301,352352,385385,073079,105108,177177,372372,090090,127127,201201,268268,346346,145145,194194,288288,358358
G4_2PL_2F_16,119119,196196,279282,301301,350350,385385,073073,108111,177177,372372,092092,127127,201201,268268,346346,145145,192192,288288,358358
G4_2PL_2F_17,123123,196196,282282,301301,352352,382382,082082,105108,179179,372372,092092,123127,201201,268268,346346,145145,192194,288288,344344
G4_2PL_2F_18,119119,196196,282282,301301,352352,382382,073079,105108,179179,363363,090090,127127,201201,279279,346346,145145,192192,288288,344344
G4_2PL_2F_19,123123,196196,282282,301301,352352,382382,082082,105108,179179,372372,092092,123127,201201,268268,346346,145145,192194,288288,344344
G4_2PL_4C_01,119123,196196,282282,301301,352360,382385,082082,105108,177179,363372,090090,123127,201201,268268,000000,145145,194194,291291,344358
G4_2PL_4C_02,119123,196196,282282,301301,352352,382385,082082,105108,177179,363372,090090,123127,201201,268268,346346,145145,194194,291291,344358
G4_2PL_4C_03,119119,196196,282282,301301,360360,385385,073079,105108,177177,363363,092092,123123,201201,268268,346346,145145,194194,288288,358358
G4_2PL_4C_04,119119,196196,282282,301301,352352,382382,082082,105108,179179,372372,090090,127127,201201,268268,346346,145145,194194,291291,344344
G4_2PL_4C_05,119119,196196,282282,301301,360360,385385,073079,105108,177177,372372,090090,123123,201201,268268,346346,145145,194194,288291,358358
G4_2PL_4C_06,119123,196196,279282,301301,352352,382385,082082,105108,177179,372372,090092,127127,201201,268268,346346,145145,194194,291291,344344
G4_2PL_4C_07,119123,196196,282282,301301,352352,385385,082082,105108,177177,363372,090092,127127,201201,268268,346346,145145,194194,288291,358358
G4_2PL_4C_08,123123,196196,282282,301301,360360,382382,082082,105108,179179,372372,090090,123123,201201,268268,346346,145145,194194,288288,344344
G4_2PL_4C_09,119119,196196,282282,301301,352352,385385,082082,105108,177177,363372,090090,123127,201201,268268,346346,145145,194194,291291,358358
G4_2PL_4C_10,119123,196196,279282,301301,352360,382385,082082,105108,177179,363372,090090,127127,201201,268268,346346,145145,194194,288291,344358
G4_2PL_4C_11,123123,196196,279279,301301,360360,382382,073079,105108,179179,372372,090090,127127,201201,268268,346346,145145,194194,288288,344344
G4_2PL_4C_12,119119,196196,282282,301301,360360,382382,082082,105108,179179,372372,092092,123123,201201,268268,346346,145145,192192,288288,344344
G4_2PL_4C_13,123123,196196,282282,301301,352352,382382,082082,105108,179179,372372,090090,123127,201201,268268,346346,145145,194194,288288,344344
G4_2PL_4C_14,119123,196196,282282,301301,352352,385385,073079,105108,177177,372372,090090,123127,201201,268268,346346,145145,192194,288291,358358
G4_2PL_4C_15,119119,196196,282282,301301,360360,385385,073079,105108,177177,363363,092092,123123,201201,268268,346346,145145,194194,288288,358358
G4_2PL_4C_16,119119,196196,282282,301301,352360,385385,082082,105108,177177,372372,090092,127127,201201,268268,346346,145145,194194,288291,358358
G4_2PL_4C_17,119119,196196,282282,301301,352352,382385,082082,105108,177179,372372,090090,127127,201201,268268,346346,145145,194194,291291,344358
G4_2PL_4C_18,119123,196196,279279,301301,360360,382385,082082,105108,177179,372372,090092,123123,201201,268268,346346,145145,194194,288288,344358
G4_2PL_4C_19,119119,196196,282282,301301,352352,385385,082082,105108,177177,363372,090092,127127,201201,268268,346346,145145,194194,291291,358358
G4_2PL_4F_01,119123,196196,282282,301301,352360,382382,082082,105108,179179,363363,090092,123127,201201,268279,346346,145145,190192,288288,344344
G4_2PL_4F_02,119119,196196,282282,301301,352352,385385,082082,105108,177177,372372,092092,127127,201201,268268,346346,145145,194194,291291,358358
G4_2PL_4F_03,119123,196196,282282,301301,352352,382385,082082,105108,177179,363363,090092,123127,201201,268279,346346,145145,192194,288288,344358
G4_2PL_4F_04,119119,196196,282282,301301,360360,382382,082082,105108,179179,363363,092092,127127,201201,268268,346346,145145,190190,291291,344344
G4_2PL_4F_05,119123,196196,282282,301301,360360,382382,082082,105108,179179,363363,090092,123127,201201,268268,346346,145145,190192,288291,344344
G4_2PL_4F_06,119119,196196,282282,301301,352360,382382,082082,105108,179179,363363,090092,123127,201201,268279,346346,145145,190192,288291,344344
G4_2PL_4F_07,119123,196196,282282,301301,352360,382382,082082,105108,179179,363363,090092,123127,201201,268268,346346,145145,192194,288291,344344
G4_2PL_4F_08,123123,196196,282282,301301,352360,382382,082082,105108,179179,363363,090092,123127,201201,268279,346346,145145,192194,288288,344344
G4_2PL_4F_09,119119,196196,282282,301301,352352,385385,082082,105108,177177,372372,092092,127127,201201,268268,346346,145145,190190,291291,358358
G4_2PL_4F_10,119119,196196,279282,301301,352360,382382,082082,105108,179179,372372,090092,123127,201201,268268,346346,145145,194194,288291,344344
G4_2PL_4F_11,119119,196196,282282,301301,352352,382382,082082,105108,179179,363363,090092,123127,201201,268279,346346,145145,192194,288291,344344
G4_2PL_4F_12,119123,196196,282282,301301,360360,382385,076082,105108,177179,363372,090092,123127,201201,268268,346346,145145,192194,288291,344358
G4_2PL_4F_13,119123,196196,282282,301301,352360,382385,082082,105108,177179,363363,090092,123127,201201,268279,346346,145145,190192,288288,344358
G4_2PL_4F_14,123123,196196,282282,301301,352360,382382,082082,105108,179179,363363,090092,123127,201201,268279,346346,145145,192194,288288,344344
G4_2PL_4F_15,119123,196196,282282,301301,360360,382385,082082,105108,177179,363363,090092,123127,201201,268268,346346,145145,190192,288291,344358
G4_2PL_4F_16,119119,196196,282282,301301,352352,382385,082082,105108,177179,363363,090092,123127,201201,268279,346346,145145,190192,288291,344358
G4_2PL_4F_17,119123,196196,282282,301301,360360,382382,082082,105108,179179,363363,090092,123127,201201,268268,346346,145145,190192,288291,344344
G4_2PL_4F_18,119123,196196,279282,301301,352352,382382,082082,105108,179179,363372,090092,123127,201201,268279,346346,145145,192194,288291,344344
G4_2PL_5C_01,123123,196196,279279,301301,352352,385385,082082,105108,177177,372372,092092,123123,201201,268268,346346,145145,194194,288288,344344
G4_2PL_5C_02,123123,196196,279279,301301,352352,385385,082082,105108,177177,372372,092092,127127,201201,268268,346346,145145,194194,288288,358358
G4_2PL_5C_03,119119,196196,279279,301301,360360,385385,082082,105108,177177,372372,092092,123123,201201,268268,346346,145145,192192,291291,358358
G4_2PL_5C_04,123123,196196,282282,301301,352352,385385,073073,105108,177177,372372,090090,123123,201201,268268,346346,145145,192192,288288,358358
G4_2PL_5C_05,123123,196196,279282,301301,352352,382385,082082,105108,177179,363372,092092,123127,201201,268268,346346,145145,194194,288288,344358
G4_2PL_5C_06,119119,196196,282282,301301,352352,385385,082082,105108,179179,363363,090090,127127,201201,279279,346346,145145,192192,291291,358358
G4_2PL_5C_07,123123,196196,282282,301301,352352,385385,082082,105108,177177,363363,090090,127127,201201,279279,346346,145145,194194,288288,358358
G4_2PL_5C_08,123123,196196,279279,301301,352352,385385,073073,105108,177177,372372,090090,127127,201201,268268,346346,145145,194194,288288,358358
G4_2PL_5C_09,123123,193193,282282,301301,352352,382382,082082,105108,179179,363363,090090,127127,201201,279279,346346,145145,194194,291291,344344
G4_2PL_5C_10,123123,196196,279279,301301,352352,382382,082082,105108,179179,372372,092092,127127,201201,279279,346346,145145,194194,291291,344344
G4_2PL_5C_11,123123,196196,279279,301301,352352,385385,073079,105108,179179,372372,092092,123123,201201,279279,346346,145145,194194,291291,358358
G4_2PL_5C_12,123123,196196,282282,301301,352352,382382,082082,105108,179179,363372,092092,127127,201201,268279,346346,145145,192194,288288,344344
G4_2PL_5C_13,123123,196196,279282,301301,352352,385385,082082,105108,177177,363372,090090,127127,201201,279279,346346,145145,194194,288288,344358
G4_2PL_5C_14,123123,196196,279279,301301,352352,385385,082082,105108,177177,372372,090090,127127,201201,279279,346346,145145,194194,288288,358358
G4_2PL_5C_15,123123,193193,282282,301301,352352,385385,073073,105108,177177,363363,090090,127127,201201,279279,346346,145145,194194,291291,358358
G4_2PL_5C_16,123123,196196,279282,301301,352352,382385,082082,105108,177179,363372,092092,123127,201201,268268,346346,145145,194194,288288,344358
G4_2PL_5C_17,123123,196196,279279,301301,352352,385385,082082,105108,177177,372372,090090,127127,201201,279279,346346,145145,194194,288288,358358
G4_2PL_5C_18,123123,196196,279279,301301,352352,385385,073073,105108,177177,372372,090090,127127,201201,279279,346346,145145,194194,288288,358358
G4_2PL_5F_01,119123,196196,282282,301301,352352,382382,073073,105108,179179,000000,090090,127127,201201,268279,346346,145145,194194,288291,344344
G4_2PL_5F_02,123123,196196,279282,301301,352352,382385,082082,105108,177179,363372,090092,127127,201201,268279,346346,145145,194194,288291,344358
G4_2PL_5F_03,123123,196196,282282,301301,352352,382385,082082,105108,177179,363363,092092,127127,201201,268268,346346,145145,194194,288288,344358
G4_2PL_5F_04,123123,196196,282282,301301,352352,382382,082082,105108,179179,363372,090092,127127,201201,268279,346346,145145,192194,288291,344344
G4_2PL_5F_06,119123,196196,282282,301301,352360,382385,082082,105108,177179,363372,090090,127127,201201,279279,346346,145145,194194,288291,344358
G4_2PL_5F_07,119123,196196,282282,301301,352352,382385,082082,105108,177179,363372,090092,127127,201201,268279,346346,145145,194194,288291,344358
G4_2PL_5F_08,123123,196196,282282,301301,352360,382385,073073,105108,177179,363363,090090,123127,201201,279279,346346,145145,194194,288288,344358
G4_2PL_5F_09,123123,196196,282282,301301,352352,382385,082082,105108,177179,363363,090092,123123,201201,268279,346346,145145,194194,288288,344358
G4_2PL_5F_10,123123,196196,282282,301301,352352,382382,073073,105108,179179,000000,090090,127127,201201,268279,346346,145145,194194,288291,344344
G4_2PL_5F_11,123123,196196,282282,301301,352352,382382,082082,105108,179179,363363,092092,123127,201201,268268,346346,145145,192194,288288,344344
G4_2PL_5F_12,119123,196196,282282,301301,352352,382385,082082,105108,177179,363372,090092,127127,201201,268279,346346,145145,194194,288291,344358
G4_2PL_5F_13,123123,196196,279282,301301,352360,382385,082082,105108,177179,363372,090090,127127,201201,279279,346346,145145,194194,288291,344358
G4_2PL_5F_14,119123,196196,279282,301301,352360,382385,082082,105108,177179,363372,090090,127127,201201,279279,346346,145145,194194,288291,344358
G4_2PL_5F_15,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,268268,000000,000000,000000,000000,000000
G4_2PL_5F_16,119119,193196,282282,301301,352360,382382,082082,105108,179179,363372,090092,127127,201201,268279,346346,145145,194194,288291,344344
G4_2PL_5F_17,119123,193196,279282,301301,352352,382382,082082,105108,179179,363372,090090,127127,201201,279279,346346,145145,194194,291291,344344
G4_2PL_5F_18,119123,196196,282282,301301,352352,382385,082082,105108,177179,363372,090092,127127,201201,268279,346346,145145,194194,288291,344358
G4_2PL_5F_19,123123,193196,282282,301301,352352,382385,082082,105108,177179,363372,090092,127127,201201,268279,346346,145145,194194,288291,344358
G4_2PS_2C_01,123123,196196,282282,301301,360360,385385,082082,105108,177177,372372,092092,123123,201201,268268,346346,145145,192192,291291,358358
G4_2PS_2C_02,119119,196196,282282,301301,360360,382385,082082,105108,177179,372372,090092,123123,201201,268268,346346,145145,192192,291291,344358
G4_2PS_2C_03,119119,196196,279279,301301,360360,385385,073079,105108,177177,372372,092092,123123,201201,268268,346346,145145,192192,291291,358358
G4_2PS_2C_04,119123,196196,279282,301301,360360,385385,082082,105108,177177,372372,090092,123123,201201,268268,346346,145145,192192,288291,358358
G4_2PS_2C_05,123123,196196,279279,301301,360360,385385,076082,105108,177177,372372,092092,123123,201201,268268,346346,145145,192192,291291,358358
G4_2PS_2C_06,119123,196196,279282,301301,360360,385385,076082,105108,177177,363372,092092,123123,201201,268268,346346,145145,192192,291291,358358
G4_2PS_2C_07,123123,196196,282282,301301,360360,385385,076082,105108,177177,372372,090092,123123,201201,268268,346346,145145,192192,291291,358358
G4_2PS_2C_08,123123,196196,279279,301301,352360,382385,076082,105108,177177,372372,090092,123123,201201,268279,346346,145145,192192,291291,358358
G4_2PS_2C_09,119119,196196,279282,301301,360360,385385,076082,105108,177177,372372,092092,123127,201201,268268,346346,145145,192192,291291,358358
G4_2PS_2C_10,123123,196196,279279,301301,352352,385385,082082,105108,177177,372372,092092,123123,201201,268268,346346,145145,192192,291291,358358
G4_2PS_2C_11,119123,196196,282282,301301,360360,385385,076082,105108,177177,363372,092092,123123,201201,268268,346346,145145,192192,291291,358358
G4_2PS_2C_12,123123,196196,282282,301301,360360,385385,076082,105108,177177,372372,092092,123123,201201,268268,346346,145145,192192,288288,358358
G4_2PS_2C_13,119123,196196,282282,301301,360360,382385,076082,105108,177179,363363,092092,123123,201201,268268,346346,145145,192192,291291,344358
G4_2PS_2C_14,119123,196196,279279,301301,360360,385385,076082,105108,177177,363372,092092,123123,201201,268268,346346,145145,192192,291291,358358
G4_2PS_2C_15,123123,196196,279282,301301,360360,382382,076082,105108,179179,363372,092092,123123,201201,268268,346346,145145,192192,291291,344344
G4_2PS_2C_16,123123,196196,282282,301301,360360,385385,076082,105108,177177,372372,092092,123123,201201,268268,346346,145145,192192,291291,358358
G4_2PS_2C_17,119123,196196,279279,301301,360360,385385,076082,105108,177177,372372,092092,123127,201201,268268,346346,145145,192192,291291,358358
G4_2PS_2C_18,123123,196196,279282,301301,360360,385385,076082,105108,177177,363372,090092,123127,201201,268268,346346,145145,192192,291291,344358
G4_2PS_2C_19,123123,196196,282282,301301,360360,385385,082082,105108,177177,372372,092092,123123,201201,268268,346346,145145,192192,291291,358358
G4_2PS_2C_20,123123,196196,279282,301301,360360,382382,082082,105108,179179,363372,090092,123123,201201,268268,346346,145145,192192,291291,344344
G4_2PS_2F_01,119123,196196,282282,301301,360360,382385,082082,105108,177179,363372,090092,123127,201201,268279,346346,145145,192192,291291,344358
G4_2PS_2F_02,119123,196196,279282,301301,360360,385385,082082,105108,177177,363363,090092,123127,201201,268279,346346,145145,192192,291291,358358
G4_2PS_2F_03,119123,196196,279282,301301,352352,385385,082082,105108,177177,363363,090090,123127,201201,279279,346346,145145,192192,291291,358358
G4_2PS_2F_04,119123,196196,000000,301301,360360,385385,082082,105108,177177,000000,092092,123123,201201,268268,346346,145145,192192,291291,344358
G4_2PS_2F_05,123123,196196,279282,301301,360360,385385,082082,105108,177177,363372,090092,123127,201201,268279,346346,145145,192192,291291,358358
G4_2PS_2F_06,123123,196196,282282,301301,352352,385385,082082,105108,177177,363363,090090,127127,201201,279279,346346,145145,192192,291291,358358
G4_2PS_2F_07,119123,196196,282282,301301,352352,385385,082082,105108,177177,363363,090090,123127,201201,279279,346346,145145,192192,291291,358358
G4_2PS_2F_08,119123,196196,282282,301301,360360,382385,082082,105108,177179,363372,090092,123127,201201,268279,346346,145145,192192,291291,344358
G4_2PS_2F_09,119119,196196,279282,301301,360360,385385,082082,105108,177177,363363,092092,127127,201201,268268,346346,145145,192192,291291,358358
G4_2PS_2F_10,119123,196196,279282,301301,352360,385385,082082,105108,177177,363372,090092,123123,201201,268279,346346,145145,192192,291291,358358
G4_2PS_2F_11,123123,196196,279282,301301,360360,385385,082082,105108,177177,363372,090092,123127,201201,268279,346346,145145,192192,291291,358358
G4_2PS_2F_12,119119,196196,279282,301301,352360,382385,082082,105108,177179,363372,090092,127127,201201,268279,346346,145145,192192,291291,344358
G4_2PS_2F_13,119123,196196,279282,301301,352352,385385,073079,105108,177177,363372,090090,123127,201201,279279,346346,145145,192192,291291,358358
G4_2PS_2F_14,119119,196196,279282,301301,352352,385385,082082,105108,177177,363372,090090,123123,201201,279279,346346,145145,192192,291291,358358
G4_2PS_2F_15,119119,196196,279282,301301,352352,385385,082082,105108,177177,363372,090090,123123,201201,279279,346346,145145,192192,291291,358358
G4_2PS_2F_16,119123,196196,279279,301301,352352,385385,082082,105108,177177,363372,090090,123127,201201,279279,346346,145145,192192,291291,358358
G4_2PS_2F_17,119119,196196,279282,301301,352352,382385,082082,105108,177179,363372,090090,123123,201201,279279,346346,145145,192192,291291,344358
G4_2PS_2F_18,123123,196196,279282,301301,360360,385385,082082,105108,177177,363372,090092,123127,201201,268279,346346,145145,192192,291291,358358
G4_2PS_2F_19,119119,196196,279282,301301,352360,385385,082082,105108,177177,363372,090092,127127,201201,268279,346346,145145,192192,291291,358358
G4_2PS_2F_20,119119,196196,279282,301301,352352,382385,082082,105108,177179,363372,090090,123123,201201,279279,346346,145145,192192,291291,344358
G4_2PS_2F_21,119119,196196,279282,301301,352360,382385,082082,105108,177179,363372,090092,127127,201201,268279,346346,145145,192192,291291,344358
G4_2PS_2F_22,119119,196196,279282,301301,360360,385385,082082,105108,177177,363363,092092,127127,201201,268268,346346,145145,192192,291291,358358
G4_2PS_2F_23,119123,196196,279282,301301,352352,385385,082082,105108,177177,363372,090090,123127,201201,279279,346346,145145,192192,291291,358358
G4_2PS_2F_24,119123,196196,279282,301301,352360,385385,082082,105108,177177,363372,090092,123123,201201,268279,346346,145145,192192,291291,358358
G4_2PS_2F_25,119119,196196,279282,301301,352360,385385,073079,105108,177177,363363,090092,123127,201201,268279,346346,145145,192192,291291,358358
G4_2PS_3C_02,123123,196196,279279,301301,352352,382382,082082,105108,179179,372372,090090,127127,201201,268268,346346,145145,192192,291291,344344
G4_2PS_3C_03,119119,196196,282282,301301,352352,385385,082082,105108,177177,372372,090090,127127,201201,268268,346346,145145,192192,291291,358358
G4_2PS_3C_04,119119,196196,282282,301301,360360,385385,082082,105108,177177,363363,092092,127127,201201,268268,346346,145145,192192,291291,358358
G4_2PS_3C_05,123123,196196,279279,301301,360360,382382,073079,105108,179179,372372,092092,123123,201201,268268,346346,145145,192192,291291,344344
G4_2PS_3C_06,119123,196196,282282,301301,352352,385385,082082,105108,177177,363363,090090,127127,201201,268279,346346,145145,192192,291291,358358
G4_2PS_3C_07,123123,196196,282282,301301,352352,385385,082082,105108,177177,363372,090090,123127,201201,268279,346346,145145,192194,291291,358358
G4_2PS_3C_09,119119,196196,279279,301301,352352,382382,073079,105108,179179,372372,090090,127127,201201,268268,346346,145145,194194,291291,344344
G4_2PS_3C_10,123123,196196,279282,301301,352360,385385,082082,105108,177177,363372,092092,127127,201201,268268,346346,145145,192192,291291,358358
G4_2PS_3C_11,123123,196196,279282,301301,352352,385385,082082,105108,177177,363372,090090,123127,201201,268268,346346,145145,194194,288291,358358
G4_2PS_3C_12,123123,196196,279282,301301,352360,382382,082082,105108,179179,363372,090090,127127,201201,268279,346346,145145,192192,288291,358358
G4_2PS_3C_13,119119,196196,279279,301301,352352,382382,073079,105108,179179,372372,090090,127127,201201,279279,346346,145145,194194,291291,344344
G4_2PS_3C_14,119123,196196,279279,301301,352352,382385,082082,105108,177179,372372,090090,127127,201201,268268,346346,145145,194194,291291,344358
G4_2PS_3C_15,123123,196196,279282,301301,352360,385385,082082,105108,177177,363372,090092,127127,201201,268279,346346,145145,192192,291291,358358
G4_2PS_3C_16,119119,196196,282282,301301,352352,385385,073079,105108,177177,363363,090090,127127,201201,279279,346346,145145,192192,291291,358358
G4_2PS_3C_17,123123,193196,282282,301301,352352,382385,082082,105108,177179,363372,092092,127127,201201,268268,346346,145145,192192,291291,344358
G4_2PS_3C_18,119123,196196,279282,301301,360360,385385,082082,105108,177177,372372,090092,127127,201201,268279,346346,145145,192192,291291,358358
G4_2PS_3C_19,119119,196196,282282,301301,352352,385385,082082,105108,177177,372372,090090,123123,201201,268268,346346,145145,192192,291291,358358
G4_2PS_3C_20,123123,196196,279279,301301,352352,385385,073079,105108,177177,372372,090090,127127,201201,268268,346346,145145,190190,291291,358358
G4_2PS_3F_01,119119,193193,279279,301301,352360,385385,082082,105108,177177,372372,090092,127127,201201,268268,346346,145145,192192,291291,358358
G4_2PS_3F_02,119119,196196,279279,301301,352360,385385,082082,105108,177177,372372,090092,127127,201201,268268,346346,145145,192192,291291,358358
G4_2PS_3F_03,119119,196196,279279,301301,360360,385385,082082,105108,177177,372372,092092,123123,201201,268268,346346,145145,192192,291291,358358
G4_2PS_3F_04,119123,196196,279282,301301,360360,385385,082082,105108,177177,372372,092092,127127,201201,268268,346346,145145,190192,291291,358358
G4_2PS_3F_05,119123,196196,279282,301301,352352,385385,082082,105108,177177,372372,090090,123127,201201,279279,346346,145145,192192,291291,358358
G4_2PS_3F_06,119119,196196,279282,301301,360360,385385,082082,105108,177177,372372,092092,127127,201201,268268,346346,145145,192192,291291,358358
G4_2PS_3F_07,119119,196196,279282,301301,360360,382385,073079,105108,177179,363372,092092,127127,201201,268268,346346,145145,192192,291291,358358
G4_2PS_3F_08,119123,196196,279282,301301,352352,382385,082082,105108,177179,372372,090090,123127,201201,268279,346346,145145,192192,291291,358358
G4_2PS_3F_09,119123,196196,282282,301301,352360,385385,082082,105108,177177,372372,090092,123127,201201,268279,346346,145145,192192,291291,358358
G4_2PS_3F_10,119119,196196,279279,301301,352360,385385,082082,105108,177177,372372,092092,123127,201201,268268,346346,145145,192192,291291,358358
G4_2PS_3F_11,119119,193196,282282,301301,352362,382382,082082,108108,175175,372372,088090,121123,201201,266268,346346,148148,194194,275291,363363
G4_2PS_3F_12,119123,196196,279282,301301,360360,385385,082082,105108,177177,363372,092092,127127,201201,268268,346346,145145,190192,291291,358358
G4_2PS_3F_13,119123,196196,279282,301301,352352,382385,082082,105108,177179,372372,090090,123127,201201,268279,346346,145145,192192,291291,358358
G4_2PS_3F_14,119119,196196,279282,301301,352352,382385,082082,105108,177179,363372,090090,123127,201201,268279,346346,145145,192192,291291,358358
G4_2PS_3F_15,119123,196196,279282,301301,360360,385385,082082,105108,177177,372372,092092,127127,201201,268268,346346,145145,190192,291291,358358
G4_2PS_3F_16,119119,196196,279282,301301,352352,382385,082082,105108,177179,363372,090090,123127,201201,268279,346346,145145,192192,291291,358358
G4_2PS_3F_17,119119,193196,282282,301301,352362,382382,082082,108108,175175,372372,088090,121123,201201,266268,346346,148148,194194,275291,363363
G4_2PS_3F_18,119119,196196,279279,301301,360360,382385,082082,105108,177179,372372,090092,123127,201201,268268,346346,145145,192192,291291,344358
G4_2PS_3F_19,119123,196196,279282,301301,360360,385385,082082,105108,177177,363372,092092,127127,201201,268268,346346,145145,190192,291291,358358
G4_2PS_5C_01,119123,193196,282282,301301,352352,385385,082082,105108,177177,363372,090090,127127,201201,268268,346346,145145,192194,288291,358358
G4_2PS_5C_02,119119,193193,282282,301301,352352,382382,082082,105108,179179,363363,090092,127127,201201,268268,346346,145145,192194,288291,344344
G4_2PS_5C_03,119119,196196,279279,301301,352352,382382,082082,105108,179179,372372,090090,127127,201201,268268,346346,145145,192192,288288,344344
G4_2PS_5C_04,119119,196196,279282,301301,360360,385385,082082,105108,177177,372372,090092,123127,201201,268268,346346,145145,190192,291291,344358
G4_2PS_5C_05,119123,196196,282282,301301,360360,385385,082082,105108,177177,363363,092092,127127,201201,268268,346346,145145,192192,288288,358358
G4_2PS_5C_06,119119,193196,279282,301301,362362,382382,082082,108108,179179,372372,088090,123127,201201,266268,360360,148148,194194,288288,363363
G4_2PS_5C_07,119119,193196,282282,301301,352360,382382,082082,105108,179179,363363,090092,127127,201201,268279,346346,145145,192192,288291,344344
G4_2PS_5C_08,119119,196196,282282,301301,352360,382382,082082,105108,179179,363363,090092,123123,201201,268268,346346,145145,192194,291291,344344
G4_2PS_5C_09,123123,196196,282282,301301,352352,382382,082082,105108,179179,363363,090090,127127,201201,279279,346346,145145,192192,291291,344344
G4_2PS_5C_10,119119,193196,282282,301301,352360,382385,082082,105108,177179,363363,090092,123123,201201,268279,346346,145145,192192,288291,344358
G4_2PS_5C_11,119123,193196,282282,301301,352360,382382,073079,105108,177179,363363,090090,123127,201201,268268,346346,145145,190192,291291,344344
G4_2PS_5C_12,119119,196196,279282,301301,360360,385385,082082,105108,177177,372372,090092,123127,201201,268268,346346,145145,190192,291291,344358
G4_2PS_5C_13,119123,196196,282282,301301,352360,382382,082082,105108,179179,363363,090092,127127,201201,268268,346346,145145,192192,291291,344344
G4_2PS_5C_14,119119,196196,279282,301301,352360,385385,073079,105108,177177,372372,090092,127127,201201,268279,346346,145145,192192,291291,344358
G4_2PS_5C_15,123123,193193,282282,301301,352352,382382,082082,105108,179179,363363,090090,127127,201201,268268,346346,145145,192192,291291,344344
G4_2PS_5C_16,123123,196196,282282,301301,352352,382385,082082,105108,177179,363363,090090,123127,201201,268268,346346,145145,192192,288291,344358
