ID,P17,P45,P73,P84,P100,P112,P5,P10,P39,P107,P3,P15,P48,P75,P101,P24,P42,P76,P99
G12_1PS_6C_10,119119,193196,279279,301301,352352,385385,082082,108108,177177,369372,092092,127127,201201,266266,346346,145148,194194,288288,341358
G12_1PS_6C_11,119119,196196,279279,301301,352360,385385,073079,108108,177177,372372,092092,121121,201201,266266,346346,148148,194194,275288,341341
G12_1PS_6C_12,119119,196196,279279,301301,352358,385385,082082,105108,177177,372372,092092,127127,201201,266266,346346,145148,194194,275288,358358
G12_1PS_6C_13,119119,193196,279279,301301,352358,385385,073079,105108,177177,372372,092092,127127,201201,266268,346346,145148,192194,288288,358358
G12_1PS_6C_14,119119,196196,279279,301301,352358,385385,082082,108108,177177,372372,092092,127127,201201,266268,346346,148148,192194,288288,358358
G12_1PS_6C_15,119119,196196,279279,301301,352358,385385,073079,105108,177177,372372,092092,127127,201201,266266,346346,145148,194194,288288,341358
G12_1PS_6C_16,119119,193196,279279,301301,352352,385385,082082,105108,177177,369372,092092,127127,201201,266268,346346,145148,194194,288288,341358
G12_1PS_6C_17,119119,196196,279279,301301,352358,385385,073073,108108,177177,372372,092092,127127,201201,248268,346346,145148,194194,288288,358358
G12_1PS_6C_18,119119,193196,279279,301301,352352,385385,082082,108108,177177,369372,092092,127127,201201,266268,346346,145148,194194,275288,341341
G12_1PS_6C_2,119119,196196,279282,301301,352358,385385,082082,108108,177177,372372,092092,127127,201201,266266,346346,148148,194194,275288,341341
G12_1PS_6C_3,119119,196196,279279,301301,358358,385385,082082,105108,177177,372372,092092,121127,201201,266266,346346,145145,194194,275288,341358
G12_1PS_6C_4,119119,196196,279279,301301,352360,385385,082082,105108,177177,372372,092092,127127,201201,268268,346346,145145,194194,275275,358358
G12_1PS_6C_5,119119,196196,279279,301301,358358,385385,082082,105108,177177,372372,092092,121127,201201,266266,346346,145148,194194,275288,341358
G12_1PS_6C_6,119119,196196,279279,301301,352352,385385,073079,105108,177177,372372,092092,127127,201201,266266,346346,148148,194194,288288,341341
G12_1PS_6C_7,119119,196196,279279,301301,358360,385385,076082,108108,177177,369372,092092,121131,201201,247266,346346,145145,192194,288288,341358
G12_1PS_6C_8,119119,196196,279279,301301,352352,385385,076082,105108,177177,372372,092092,121127,186201,266266,346346,145145,194194,275288,358358
G12_1PS_6C_9,119119,196196,279282,301301,352358,385385,076082,108108,177177,372372,092092,127127,201201,266266,346346,148148,194194,275288,341341
G12_1PS_6F_1,119119,196196,279282,301301,358358,385385,073079,108108,177177,369372,092092,127127,201201,266266,346346,145148,192194,275288,341341
G12_1PS_6F_10,119119,196196,279279,301301,358358,385385,073079,108108,177177,372372,092092,127127,201201,266266,346346,145148,192194,288288,341341
G12_1PS_6F_11,119119,196196,279279,301301,358358,385385,073079,108111,177177,372372,092092,127127,201201,266266,346346,145148,194194,275288,341341
G12_1PS_6F_12,119119,196196,279279,301301,358358,385385,073079,108108,177177,372372,092092,127127,201201,266266,346346,145148,194194,275288,341341
G12_1PS_6F_13,119119,196196,279279,301301,358358,385385,073079,108108,177177,372372,092092,127127,201201,266266,346346,145145,192194,288288,341341
G12_1PS_6F_14,119119,196196,279279,301301,358358,385385,073079,108111,177177,372372,092092,127127,201201,266266,346346,145148,194194,288288,341341
G12_1PS_6F_15,119119,196196,279279,301301,358358,385385,076082,108108,177177,369372,092092,127131,201201,246266,346346,148148,192192,288288,341358
G12_1PS_6F_16,119119,196196,279279,301301,358358,385385,073079,105108,177177,372372,092092,127127,201201,266266,346346,148148,192194,275288,341341
G12_1PS_6F_17,119119,196196,279279,301301,358358,385385,073079,108111,177177,372372,092092,127127,201201,266266,346346,145148,194194,275288,341341
G12_1PS_6F_18,119119,196196,279279,301301,358358,385385,082082,108108,177177,372372,092092,127127,201201,266266,346346,148148,192192,275288,341358
G12_1PS_6F_2,119119,196196,279279,301301,358358,385385,073079,108108,177177,372372,092092,127127,201201,266266,346346,148148,192194,275288,341341
G12_1PS_6F_3,119119,196196,279279,301301,358358,385385,073079,105108,177177,372372,092092,127127,201201,266266,346346,148148,192194,275288,341341
G12_1PS_6F_4,119119,196196,279282,301301,358358,385385,082082,105108,177177,372372,092092,127127,201201,268268,346346,148148,192192,275288,341358
G12_1PS_6F_5,119119,196196,279279,301301,358358,385385,073079,105108,177177,372372,092092,127127,201201,266266,346346,145148,194194,275288,341341
G12_1PS_6F_6,119119,196196,279279,301301,358358,385385,073073,105108,177177,372372,092092,127131,201201,246266,346346,145145,192194,275288,341341
G12_1PS_6F_7,119119,196196,282282,301301,352352,382382,073079,105108,179179,363372,092092,123123,186201,268268,346346,145145,190192,291291,344344
G12_1PS_6F_8,119119,196196,279279,301301,358358,385385,073079,108111,177177,372372,092092,127127,201201,266266,346346,145148,194194,288288,341341
G12_1PS_6F_9,119119,196196,279279,301301,358358,385385,082082,105108,177177,372372,092092,127127,201201,266266,346346,148148,192192,275288,341341
G12_2PL_1C_1,123123,196196,279279,301301,352352,382382,073079,105108,179179,372372,090092,127127,201201,268268,346346,145145,190190,288288,344344
G12_2PL_1C_10,123123,196196,279282,301301,352352,382382,082082,105108,179179,372372,090092,127127,201201,268268,346346,145145,190190,288288,344344
G12_2PL_1C_11,119123,196196,282282,301301,352352,382385,073079,105108,177177,363372,090090,127127,201201,268268,346346,145145,190192,288288,344358
G12_2PL_1C_12,123123,196196,279282,301301,352360,382385,073073,105108,177179,372372,090092,127127,201201,268268,346346,145145,190192,288288,344358
G12_2PL_1C_13,123123,196196,279282,301301,352352,382382,076082,105108,179179,372372,090092,127127,201201,268268,346346,145145,190190,288288,344344
G12_2PL_1C_14,123123,196196,282282,301301,352352,382382,082082,105108,179179,000000,090092,127127,201201,268268,000000,145145,190192,288288,344344
G12_2PL_1C_15,123123,193196,282282,301301,352360,382382,073079,105108,177179,372372,090092,127127,201201,268279,346346,145145,190190,288288,344344
G12_2PL_1C_16,123123,196196,279282,301301,352360,385385,073079,105108,177177,372372,090092,127127,201201,268268,346346,145145,190190,288291,358358
G12_2PL_1C_17,123123,193196,282282,301301,352360,382385,073079,105108,177179,372372,090092,127127,201201,268279,346346,145145,190190,288288,344358
G12_2PL_1C_18,119123,193196,282282,301301,352352,382385,082082,105108,177177,372372,090092,127127,201201,268279,346346,145145,190192,288288,344358
G12_2PL_1C_2,119123,196196,279282,301301,360360,382382,076076,105108,177179,372372,084092,127127,201201,268268,346346,145145,190190,288291,344344
G12_2PL_1C_3,119123,196196,279282,301301,352360,382382,076082,105108,177179,372372,092092,127127,201201,268268,346346,145145,190190,288291,344344
G12_2PL_1C_4,123123,196196,282282,301301,352360,382385,073073,105108,177179,372372,092092,127127,201201,268268,346346,145145,190190,288288,344358
G12_2PL_1C_5,123123,196196,279282,301301,352352,382382,073079,105108,177179,372372,090092,123127,201201,268268,346346,145145,190192,288288,344344
G12_2PL_1C_6,119123,196196,279282,301301,352360,382382,082082,105108,177177,372372,092092,127127,201201,268268,346346,145145,190192,288291,344344
G12_2PL_1C_7,123123,196196,282282,301301,352360,382382,076082,105108,177179,372372,090092,127127,201201,268268,346346,145145,190192,288291,344344
G12_2PL_1C_8,123123,196196,279282,301301,352352,382385,082082,105108,177179,372372,090092,127127,201201,268268,346346,145145,190190,288291,344358
G12_2PL_1C_9,123123,196196,279282,301301,352352,382382,076082,105108,177179,372372,090092,127127,201201,268268,346346,145145,190190,288291,344344
G12_2PL_1F_1,123123,193196,279282,301301,352360,382382,082082,105108,179179,372372,090090,123127,201201,268268,346346,145145,192194,288288,344344
G12_2PL_1F_10,123123,193196,282282,301301,360360,382382,082082,105108,179179,372372,090090,123123,201201,268268,346346,145145,192194,288288,344344
G12_2PL_1F_11,123123,196196,282282,301301,352360,382382,082082,105108,179179,372372,090090,123123,201201,268268,346346,145145,192192,288288,344344
G12_2PL_1F_12,123123,193196,279282,301301,360360,382382,082082,105108,179179,372372,090090,123127,201201,268268,346346,145145,192194,288288,344344
G12_2PL_1F_13,123123,196196,282282,301301,352352,382382,082082,105108,179179,363363,090090,123127,201201,268268,346346,145145,192194,288288,344344
G12_2PL_1F_14,123123,193193,282282,301301,360360,382385,082082,105108,177179,363372,090090,127127,201201,268268,346346,145145,192192,288288,344358
G12_2PL_1F_15,123123,193193,282282,301301,360360,382385,082082,105108,177177,363363,090090,127127,201201,268268,346346,145145,192192,288288,344358
G12_2PL_1F_16,119119,193196,282282,301301,352360,385385,079079,108108,177177,369372,092092,127127,201201,266268,360360,145148,194194,000000,341341
G12_2PL_1F_17,123123,193196,282282,301301,352360,382382,082082,105108,179179,363372,090090,123127,201201,268268,346346,145145,192192,288288,344344
G12_2PL_1F_18,123123,193196,282282,301301,360360,382382,082082,105108,179179,372372,090090,123127,201201,268268,346346,145145,192194,288288,344344
G12_2PL_1F_2,123123,193196,282282,301301,352360,382385,073079,105108,177179,372372,090090,123123,201201,268268,346346,145145,194194,288288,344358
G12_2PL_1F_3,123123,193196,279282,301301,352360,382382,082082,105108,177179,363372,090090,127127,201201,268268,346346,145145,192194,288288,344358
G12_2PL_1F_4,123123,193196,279282,301301,352360,382382,082082,105108,179179,372372,090090,123127,201201,268268,346346,145145,192194,288288,344344
G12_2PL_1F_5,123123,196196,282282,301301,352352,382382,073079,105108,179179,363372,090090,123127,201201,268268,346346,145145,192194,288288,344344
G12_2PL_1F_6,123123,196196,282282,301301,352360,382385,073079,105108,177179,363372,090090,127127,201201,268268,346346,145145,194194,288288,344358
G12_2PL_1F_7,123123,193196,279282,301301,360360,382382,082082,105108,179179,372372,090090,123127,201201,268268,346346,145145,192194,288288,344344
G12_2PL_1F_8,123123,193196,282282,301301,360360,382382,082082,105108,179179,363372,090090,123123,201201,268268,346346,145145,192194,288288,344344
G12_2PL_1F_9,123123,196196,282282,301301,360360,382382,082082,105108,179179,000000,090090,123127,201201,268268,000000,145145,194194,288288,344344
G12_2PL_2C_1,119119,196196,282282,301301,352352,382382,073079,105108,179179,363372,090092,127127,201201,268268,346346,145145,190192,288288,344344
G12_2PL_2C_10,123123,196196,282282,301301,352352,382385,082082,105108,177179,372372,090090,127127,201201,268268,346346,145145,190192,288291,344358
G12_2PL_2C_11,119119,196196,282282,301301,352360,382385,082082,105108,177179,363372,090092,127127,201201,268268,346346,145145,190192,288288,344358
G12_2PL_2C_12,119123,196196,279282,301301,352360,382385,082082,105108,177179,363372,090092,123123,201201,268268,346346,145145,190192,288291,344358
G12_2PL_2C_13,119123,196196,279282,301301,352360,382385,082082,105108,177179,363372,090092,123127,201201,268268,346346,145145,190192,288291,344358
G12_2PL_2C_14,119123,196196,279282,301301,352360,382382,082082,105108,179179,363372,092092,123127,201201,268268,346346,145145,190192,288291,344344
G12_2PL_2C_15,123123,196196,279279,301301,352360,382385,076082,105108,177179,363372,090092,123127,201201,248268,346346,145145,192192,288291,344358
G12_2PL_2C_16,123123,196196,282282,301301,352352,382382,073073,105108,179179,363372,090090,123127,186201,268268,346346,145145,192192,288288,344344
G12_2PL_2C_17,119123,196196,282282,301301,352352,382385,082082,105108,177179,372372,092092,123127,201201,268268,346346,145145,192192,288288,344358
G12_2PL_2C_18,119123,196196,282282,301301,352352,382385,082082,105108,177179,372372,090090,123127,201201,268268,346346,145145,192192,288291,358358
G12_2PL_2C_2,119123,196196,279282,301301,352352,382385,082082,105108,177179,363363,090092,123127,201201,268268,346346,145145,190192,288288,344358
G12_2PL_2C_3,119119,196196,282282,301301,352360,382385,082082,105108,177179,363372,090090,127127,201201,268268,346346,145145,192192,288288,344358
G12_2PL_2C_4,119119,196196,282282,301301,352352,382385,082082,105108,177179,372372,090092,123127,201201,268268,346346,145145,192192,288288,344358
G12_2PL_2C_5,119123,196196,282282,301301,352360,385385,082082,105108,177177,372372,090090,127127,201201,268268,346346,145145,192192,288291,358358
G12_2PL_2C_6,119119,196196,279279,301301,352352,382382,082082,105108,179179,363363,092092,127127,201201,268268,346346,145145,190192,291291,344344
G12_2PL_2C_7,119119,196196,282282,301301,352352,382385,073073,105108,177179,372372,090090,127127,201201,268268,346346,145145,192192,288291,344358
G12_2PL_2C_8,119119,196196,279282,301301,352352,382382,076082,105108,179179,363372,090092,127131,201201,268268,346346,145145,192192,288291,344344
G12_2PL_2C_9,119123,196196,279282,301301,352360,382385,082082,105108,177179,363372,090092,123127,201201,268268,346346,145145,192192,288291,344358
G12_2PL_2F_10,123123,196196,279282,301301,352352,382382,082082,108108,179179,372372,090092,127127,201201,268268,346346,145145,194194,288288,344344
G12_2PL_2F_11,119123,196196,282282,301301,352352,382385,082082,105108,177179,372372,090090,127127,201201,268268,346346,145145,192194,288288,344358
G12_2PL_2F_12,123123,196196,279282,301301,352352,382382,082082,105108,179179,372372,090092,127127,201201,268268,346346,145145,194194,288288,344358
G12_2PL_2F_15,123123,196196,279279,301301,352352,382382,076082,108108,179179,372372,092092,123127,201201,268268,346346,145145,194194,288288,344344
G12_2PL_2F_16,123123,196196,279282,301301,352352,382385,082082,108108,177179,372372,092092,123127,201201,268268,346346,145145,194194,288288,344358
G12_2PL_2F_17,123123,196196,279282,301301,352352,382385,082082,105108,177179,372372,090092,123127,201201,268268,346346,145145,192194,288288,344358
G12_2PL_2F_18,119123,196196,282282,301301,352352,382382,082082,105108,179179,372372,090092,127127,201201,268268,346346,145145,194194,288288,344344
G12_2PL_2F_2,123123,196196,279282,301301,352352,382385,082082,105108,177179,363372,090092,127127,201201,268268,346346,145148,194194,288288,344358
G12_2PL_2F_3,123123,196196,279279,301301,352352,382385,082082,108108,177179,372372,092092,123127,201201,268268,346346,145145,194194,288288,344358
G12_2PL_2F_4,123123,196196,279282,301301,352352,382385,076082,108108,177179,363372,090092,123127,201201,248268,346346,145145,194194,288288,344358
G12_2PL_2F_5,119123,196196,282282,301301,352352,382382,073079,108111,179179,363363,090090,123127,186201,268268,346346,145145,194194,288288,344344
G12_2PL_2F_7,123123,196196,279282,301301,352352,382385,076082,108108,177179,372372,090092,123127,201201,248268,346346,145145,194194,288288,344358
G12_2PL_2F_8,119123,196196,279279,301301,352352,382385,076076,108108,177179,372372,092092,123127,186201,248268,346346,133145,194194,288288,344358
G12_2PL_2F_9,119123,196196,279282,301301,352352,382385,082082,108108,177179,363372,092092,127127,201201,268268,346346,145145,194194,288288,344358
G12_2PL_4C_1,119123,196196,282282,301301,352360,385385,082082,105108,177177,363372,090090,123127,201201,268268,346346,145145,194194,288288,358358
G12_2PL_4C_10,119123,196196,279282,301301,352360,382382,082082,105108,179179,372372,090090,127127,201201,268268,346346,145145,194194,288291,344344
G12_2PL_4C_11,119123,196196,279282,301301,352360,382382,073079,105108,179179,372372,090090,127127,201201,268268,346346,145145,194194,288288,344344
G12_2PL_4C_12,119119,196196,282282,301301,352352,385385,073079,105108,177177,372372,090092,127127,201201,268268,346346,145145,192194,291291,358358
G12_2PL_4C_13,119123,196196,279282,301301,352352,382385,082082,105108,179179,372372,090090,127127,201201,268268,346346,145145,194194,288291,344344
G12_2PL_4C_14,123123,196196,282282,301301,352352,382385,082082,105108,177179,372372,090090,127127,201201,268268,346346,145145,194194,288288,344358
G12_2PL_4C_15,119119,196196,279282,301301,352352,385385,082082,105108,177177,372372,090090,127127,201201,268268,346346,145145,194194,288288,344358
G12_2PL_4C_16,119123,196196,279282,301301,352352,382385,082082,105108,177179,372372,090090,123127,201201,268268,346346,145145,192192,291291,344358
G12_2PL_4C_17,123123,196196,279282,301301,352352,385385,082082,105108,177177,372372,090090,127127,201201,268268,346346,145145,194194,288288,358358
G12_2PL_4C_18,119123,196196,279282,301301,360360,382385,082082,105108,177179,372372,090092,123123,201201,268268,000000,145145,194194,288291,344358
G12_2PL_4C_2,119123,196196,279282,301301,352360,382385,082082,105108,177179,372372,090092,123123,201201,268268,346346,145145,194194,288291,344358
G12_2PL_4C_3,123123,196196,279282,301301,352360,382382,082082,105108,179179,363372,090090,127127,201201,268268,346346,145145,194194,288288,344344
G12_2PL_4C_4,119119,196196,282282,301301,352352,382385,082082,105108,179179,372372,090092,127127,201201,268268,346346,145145,192194,288288,344344
G12_2PL_4C_5,119123,196196,279282,301301,352360,382382,073079,105108,179179,372372,090090,127127,201201,268268,346346,145145,194194,288288,344344
G12_2PL_4C_6,119119,196196,282282,301301,352352,385385,082082,105108,177177,372372,090090,127127,201201,268268,346346,145145,194194,288291,358358
G12_2PL_4C_7,119123,196196,279282,301301,360360,382385,082082,105108,177179,372372,090090,123123,201201,268268,346346,145145,194194,288291,344358
G12_2PL_4C_8,119123,196196,282282,301301,360360,382385,073079,105108,177179,363372,090092,123123,201201,268268,346346,145145,194194,288288,344358
G12_2PL_4C_9,119123,196196,282282,301301,352360,382385,073079,105108,177179,372372,090090,127127,201201,268268,346346,145145,194194,288291,344358
G12_2PL_4F_1,119119,196196,282282,301301,352352,382382,082082,105108,179179,363372,092092,127127,201201,268268,346346,145145,194194,291291,344344
G12_2PL_4F_10,123123,196196,282282,301301,352352,382382,082082,105108,179179,363363,092092,127127,201201,268268,346346,145145,194194,288288,344344
G12_2PL_4F_11,119119,196196,282282,301301,352352,382382,082082,105108,179179,363372,092092,127127,201201,268268,346346,145145,194194,288291,344344
G12_2PL_4F_12,119123,196196,282282,301301,352352,382382,082082,105108,179179,372372,092092,127127,201201,268268,346346,145145,194194,288291,344344
G12_2PL_4F_13,119119,196196,282282,301301,352352,382382,082082,105108,179179,363363,092092,127127,201201,268268,346346,145145,194194,288291,344344
G12_2PL_4F_14,119123,196196,282282,301301,352352,382382,082082,105108,179179,372372,092092,127127,201201,268268,346346,145145,194194,288291,344344
G12_2PL_4F_15,119123,196196,282282,301301,352352,382382,082082,105108,179179,372372,092092,127127,201201,268268,346346,145145,194194,288291,344344
G12_2PL_4F_16,119119,196196,282282,301301,352352,382382,082082,105108,179179,363363,092092,127127,201201,268268,346346,145145,194194,288291,344344
G12_2PL_4F_17,119123,196196,282282,301301,352352,382382,082082,105108,179179,363363,092092,127127,201201,268268,346346,145145,194194,288291,344344
G12_2PL_4F_18,119119,196196,282282,301301,352352,382382,082082,105108,179179,372372,092092,127127,201201,268268,346346,145145,194194,288291,344344
G12_2PL_4F_2,119119,196196,282282,301301,352352,382382,082082,105108,179179,363372,092092,127127,201201,268268,346346,145145,194194,288291,344344
G12_2PL_4F_3,119123,196196,282282,301301,352352,382382,082082,105108,179179,372372,092092,127127,201201,268268,346346,145145,194194,288291,344344
G12_2PL_4F_4,119119,196196,282282,301301,352352,382382,082082,105108,179179,363363,092092,123127,201201,268268,346346,145145,194194,288291,344344
G12_2PL_4F_5,119123,196196,282282,301301,352352,382382,082082,105108,179179,363372,092092,127127,201201,268268,346346,145145,194194,288288,344344
G12_2PL_4F_6,119123,196196,282282,301301,352352,382382,082082,105108,179179,363363,092092,127127,201201,268268,346346,145145,194194,288291,344344
G12_2PL_4F_7,119123,196196,282282,301301,352352,382382,082082,105108,179179,372372,092092,127127,201201,268268,346346,145145,194194,288291,344344
G12_2PL_4F_8,119123,196196,282282,301301,352352,382382,082082,105108,179179,363363,092092,127127,201201,268268,346346,145145,194194,288291,344344
G12_2PL_4F_9,119123,196196,282282,301301,352352,382382,082082,105108,179179,363363,092092,127127,201201,268268,346346,145145,194194,288288,344344
G12_2PL_5C_1,123123,196196,279282,301301,352352,382385,082082,105108,177179,363363,090090,127127,201201,279279,346346,145145,194194,288291,344344
G12_2PL_5C_10,123123,193196,279282,301301,352352,385385,082082,105108,177177,363363,090092,127127,201201,268279,346346,145145,194194,288291,344358
G12_2PL_5C_11,000000,000000,000000,000000,000000,000000,000000,000000,000000,000000,088088,000000,182182,000000,000000,000000,000000,000000,000000
G12_2PL_5C_12,123123,196196,279282,301301,352352,385385,076082,105108,177177,363372,090090,127127,201201,260279,346346,145145,194194,291291,358358
G12_2PL_5C_13,123123,196196,279282,301301,352352,385385,082082,105108,177177,363372,090092,127127,201201,268279,346346,145145,194194,291291,358358
G12_2PL_5C_14,123123,196196,279282,301301,352352,382385,082082,105108,177179,363372,090090,127127,201201,279279,346346,145145,194194,291291,344358
G12_2PL_5C_16,123123,193196,279279,301301,352352,382385,082082,105108,177179,372372,090092,127127,201201,268279,346346,145145,194194,291291,358358
G12_2PL_5C_17,123123,193196,282282,301301,352352,385385,082082,105108,177177,363363,090090,127127,201201,279279,346346,145145,194194,288291,344358
G12_2PL_5C_18,123123,196196,279282,301301,352352,382385,082082,105108,177179,363372,090092,127127,201201,268279,346346,145145,192194,291291,344358
G12_2PL_5C_2,123123,196196,279282,301301,352352,382385,082082,105108,177179,363372,090092,127127,201201,268279,346346,145145,194194,288288,344358
G12_2PL_5C_3,123123,193196,282282,301301,352352,385385,073073,105108,177177,363372,092092,127127,201201,268268,346346,145145,194194,291291,358358
G12_2PL_5C_4,123123,193193,279282,301301,352352,382385,076082,105108,177179,000000,092092,127127,201201,268268,346346,145145,194194,288291,358358
G12_2PL_5C_5,123123,193196,279282,301301,352352,385385,082082,105108,177177,363372,090092,127127,201201,268279,346346,145145,194194,291291,358358
G12_2PL_5C_6,123123,193196,279282,301301,352352,382385,082082,105108,177179,363373,092092,127127,201201,268268,346346,145145,194194,291291,344358
G12_2PL_5C_7,123123,193196,279279,301301,352352,385385,082082,105108,177177,372372,090092,127127,201201,279279,346346,145145,194194,291291,358358
G12_2PL_5C_8,123123,196196,279282,301301,352352,385385,082082,105108,177177,363372,090092,127127,201201,268279,346346,145145,194194,291291,358358
G12_2PL_5C_9,119123,193196,282282,301301,352352,382382,073079,105108,179179,363363,090090,127127,201201,268268,346346,145145,192194,288288,344344
G12_2PL_5F_1,119123,193196,282282,301301,352352,382382,073079,105108,179179,363372,090092,127127,201201,268268,346346,145145,192192,288288,344344
G12_2PL_5F_10,123123,193196,282282,301301,352352,382382,073073,105108,179179,363363,090090,127127,201201,268268,346346,145145,194194,288288,344344
G12_2PL_5F_11,119123,193196,282282,301301,352352,382382,082082,105108,179179,363363,092092,127127,201201,268268,346346,145145,192192,288288,344344
G12_2PL_5F_12,123123,196196,282282,301301,352352,382382,073073,105108,179179,363372,090092,127127,201201,268268,346346,145145,192194,288288,344344
G12_2PL_5F_13,123123,193196,282282,301301,352352,382382,073073,105108,179179,363363,090090,127127,201201,268268,346346,145145,192194,288288,344344
G12_2PL_5F_14,123123,193196,282282,301301,352352,382382,073073,105108,179179,363363,092092,127127,201201,268268,346346,145145,192194,288288,344344
G12_2PL_5F_15,119123,193193,282282,301301,352352,382382,082082,105108,179179,363372,090090,127127,201201,268279,346346,145145,192194,288288,344344
G12_2PL_5F_16,123123,193196,282282,301301,352352,382382,079079,105108,179179,363363,090092,127127,201201,268268,346346,145145,192192,288288,344344
G12_2PL_5F_17,119123,196196,282282,301301,352352,382382,076082,105108,179179,363372,090090,127131,201201,260279,346346,145145,194194,288288,344344
G12_2PL_5F_2,123123,193196,282282,301301,352352,382382,073073,105108,179179,363363,090090,127131,201201,248268,346346,145145,192194,288288,344344
G12_2PL_5F_3,119123,193196,282282,301301,352352,382382,082082,105108,179179,363363,090090,127127,201201,268268,346346,145145,194194,288288,344344
G12_2PL_5F_4,119123,193196,282282,301301,352352,382382,082082,105108,179179,363372,090092,127127,201201,268268,346346,145145,192192,288288,344344
G12_2PL_5F_5,119123,196196,282282,301301,352352,382382,073073,105108,179179,363363,090092,127127,201201,268268,346346,145145,192192,288288,344344
G12_2PL_5F_6,119123,196196,282282,301301,352352,382382,082082,105108,179179,363363,090092,127127,201201,268268,346346,145145,192194,288291,344344
G12_2PL_5F_7,119123,196196,282282,301301,352352,382382,073073,105108,179179,363363,090090,127127,201201,279279,346346,145145,192194,288288,344344
G12_2PL_5F_8,123123,193196,282282,301301,352352,382382,073073,105108,179179,363363,090090,127127,201201,268268,346346,145145,192194,288288,344344
G12_2PL_5F_9,119123,196196,282282,301301,352352,382382,076082,105108,179179,363363,090092,127131,201201,248268,346346,145145,192194,288291,344344
G12_2PS_2C_1,123123,196196,279279,301301,360360,382385,082082,105108,177179,372372,090092,123123,201201,268268,346346,145145,192192,291291,344358
G12_2PS_2C_10,123123,196196,282282,301301,360360,382382,082082,105108,177179,372372,090092,123123,201201,268268,346346,145145,192192,291291,344344
G12_2PS_2C_11,123123,196196,279282,301301,352352,382385,082082,105108,177179,372372,090092,123123,201201,268268,346346,145145,192192,291291,344358
G12_2PS_2C_12,123123,196196,279282,301301,360360,382385,082082,105108,177177,372372,092092,123127,201201,268268,346346,145145,192192,291291,344358
G12_2PS_2C_13,119123,196196,282282,301301,360360,382382,076082,105108,177179,372372,092092,123127,201201,268268,346346,145145,192192,288291,344344
G12_2PS_2C_14,119119,196196,279282,301301,352360,385385,076082,105108,177177,372372,090092,123123,186201,268268,346346,145145,192192,291291,334358
G12_2PS_2C_15,123123,196196,279282,301301,352360,382385,082082,105108,177177,372372,090092,123123,201201,268268,346346,145145,192192,291291,344358
G12_2PS_2C_16,123123,196196,282282,301301,360360,382382,082082,105108,177179,372372,090092,123123,201201,268268,346346,145145,192192,291291,344344
G12_2PS_2C_17,123123,196196,279282,301301,360360,382385,082082,105108,177177,372372,090092,123123,201201,268268,346346,145145,192192,291291,344358
G12_2PS_2C_18,119119,193196,279285,301301,352352,385385,082082,105108,177177,369372,088088,123127,201201,266266,360360,148148,194194,291291,344344
G12_2PS_2C_2,123123,196196,282282,301301,360360,385385,082082,105108,177177,372372,090090,123123,201201,268268,346346,145145,192192,291291,358358
G12_2PS_2C_3,123123,196196,279282,301301,360360,385385,082082,105108,177177,363372,090092,123123,201201,268268,346346,145145,192192,291291,344358
G12_2PS_2C_4,123123,196196,282282,301301,360360,382385,082082,105108,177177,372372,090092,123123,201201,268268,346346,145145,192192,291291,344358
G12_2PS_2C_5,119123,196196,282282,301301,360360,382385,076082,105108,177179,372372,092092,123123,201201,248268,346346,145145,192192,291291,344358
G12_2PS_2C_6,119123,196196,282282,301301,360360,385385,076082,105108,177177,372372,090090,123127,186201,268268,346346,145145,192192,291291,344358
G12_2PS_2C_7,123123,196196,279282,301301,360360,385385,082082,105108,177177,372372,090092,123127,201201,268268,346346,145145,192192,291291,344358
G12_2PS_2C_8,123123,196196,279282,301301,360360,385385,082082,105108,177177,372372,090090,123127,201201,268268,346346,145145,192192,291291,358358
G12_2PS_2C_9,123123,196196,279282,301301,360360,382385,082082,105108,177177,372372,092092,123131,201201,268268,346346,145145,192192,288291,344358
G12_2PS_2F_1,119123,196196,279282,301301,360360,385385,082082,105108,177177,363363,090090,123123,201201,279279,346346,145145,192192,291291,358358
G12_2PS_2F_10,119123,196196,279282,301301,360360,385385,076082,105108,177177,363363,090090,123131,201201,279279,346346,145145,192192,291291,358358
G12_2PS_2F_11,119123,196196,279282,301301,356360,385385,076076,105108,177177,363363,082082,123131,186201,260260,346346,133145,178192,291291,358358
G12_2PS_2F_12,119123,196196,279279,301301,360360,385385,076076,105108,177177,000000,090090,123123,186186,000000,346346,145145,192192,291291,334334
G12_2PS_2F_13,119123,196196,279282,301301,360360,385385,082082,105108,177177,363363,090090,123123,201201,279279,346346,145145,192192,291291,358358
G12_2PS_2F_14,119123,196196,282282,301301,360360,385385,082082,105108,177177,363363,090090,123123,201201,279279,346346,145145,192192,291291,358358
G12_2PS_2F_15,119123,196196,279282,301301,360360,385385,076082,105108,177177,363363,090090,123131,201201,260279,346346,145145,192192,291291,358358
G12_2PS_2F_16,119123,196196,282282,301301,360360,385385,076082,105108,177177,363363,090090,123123,186201,279279,346346,145145,192192,291291,358358
G12_2PS_2F_17,119123,196196,279282,301301,360360,385385,076082,105108,177177,363363,090090,123123,186201,279279,346346,145145,192192,291291,358358
G12_2PS_2F_18,119123,196196,282282,301301,360360,385385,076082,105108,177177,363363,090090,123131,201201,279279,346346,145145,192192,291291,358358
G12_2PS_2F_2,119119,193193,279279,301301,352352,000000,073073,108111,175177,000000,088088,127127,201201,266266,367367,148148,194194,000000,000000
